unit_id,unit_title,lesson_id,lesson_title,lesson_activity,lesson_activity_name,lesson_notes,lesson_video_id,lesson_objectives,additional_resources
12,"e-Commerce and Life Style Informatics Case Study I: Recommender Systems: Introduction",6,"Netflix on Recommender Systems II",,,assets/slides/Lecture_12_6.pdf,GnAol5aGuEo,"We summarize some interesting points from a tutorial from Netflix for whom ''everything is a recommendation''. Rankings are given in multiple categories and categories that reflect user interests are especially important. Criteria used include explicit user preferences, implicit based on ratings and hybrid methods as well as freshness and diversity. Netflix tries to explain the rationale of its recommendations. We give some data on Netflix operations and some methods used in its recommender systems. We describe the famous Netflix Kaggle competition to improve its rating system. The analogy to maximizing click through rate is given and the objectives of optimization are given.",""
12,"e-Commerce and Life Style Informatics Case Study I: Recommender Systems: Introduction",7,"Consumer Data Science",,,assets/slides/Lecture_12_7.pdf,yMLDk2q8ero,"Here we go through Netflix's methodology in letting data speak for itself in optimizing the recommender engine. An example iis given on choosing self produced movies. A/B testing is discussed with examples showing how testing does allow optimizing of sophisticated criteria. This lesson is concluded by comments on Netflix technology and the full spectrum of issues that are involved including user interface, data, AB testing, systems and architectures. We comment on optimizing for a household rather than optimizing for individuals in household.",""
13,"e-Commerce and Life Style Informatics Case Study II: Recommender Systems: Examples and Algorithms",1,"Recap of Recommender Systems I",,,assets/slides/Lecture_13_1.pdf,JcPXqScjy3Q,"We start with a quick recap of recommender systems from previous unit; what they are with brief examples",""
13,"e-Commerce and Life Style Informatics Case Study II: Recommender Systems: Examples and Algorithms",2,"Recap of Recommender Systems II",,,assets/slides/Lecture_13_2.pdf,FBn7HpGFNvg,"We start with a quick recap of recommender systems from previous unit; what they are with brief examples",""
13,"e-Commerce and Life Style Informatics Case Study II: Recommender Systems: Examples and Algorithms",3,"Recap of Recommender Systems III",,,assets/slides/Lecture_13_3.pdf,K9KTpkc1Qmo,"We start with a quick recap of recommender systems from previous unit; what they are with brief examples",""
13,"e-Commerce and Life Style Informatics Case Study II: Recommender Systems: Examples and Algorithms",4,"Recap of Recommender Systems VI",,,assets/slides/Lecture_13_4.pdf,VS2Y4lAiP5A,"We start with a quick recap of recommender systems from previous unit; what they are with brief examples",""
13,"e-Commerce and Life Style Informatics Case Study II: Recommender Systems: Examples and Algorithms",5,"Examples of Recommender Systems",,,assets/slides/Lecture_13_5.pdf,HrRJWEF8EfU,"Here we review recommender engines yet again put then examine a personalized Yahoo page with its different components. We point out the different criteria that must be blended in making decisions; these criteria include analysis of what user does after a particular page is clicked; is the user satisfied and cannot that we quantified by purchase decisions etc. We need to choose Articles, ads, modules, movies, users, updates, etc to optimize metrics such as relevance score, CTR, revenue, engagement. This lesson stresses that if though we have big data, the recommender data is sparse. WE discuss the approach that involves both batch (offline) and on-line (real time) components",""
13,"e-Commerce and Life Style Informatics Case Study II: Recommender Systems: Examples and Algorithms",6,"Vector Space Formulation of Recommender Systems",,,assets/slides/Lecture_13_6.pdf,S8Yld3a2qbs,"We go through recommender systems thinking of them as formulated in a "funny" vector space. This suggests using clustering to make recommendations.",""
13,"e-Commerce and Life Style Informatics Case Study II: Recommender Systems: Examples and Algorithms",7,"User-based nearest-neighbor collaborative filtering I",,,assets/slides/Lecture_13_7.pdf,joXByCp0_uU,"Collaborative filtering is a core approach to recommender systems. There is user-based and item-based collaborative filtering and here we discuss the user -based case. Here similarities in user rankings allow one to predict their interests, and typically this quantified by the Pearson correlation, used to statistically quantify correlations between users viewed as points in a space of items.",""
13,"e-Commerce and Life Style Informatics Case Study II: Recommender Systems: Examples and Algorithms",8,"User-based nearest-neighbor collaborative filtering II",,,assets/slides/Lecture_13_8.pdf,LI0cKqNf0ro,"Collaborative filtering is a core approach to recommender systems. There is user-based and item-based collaborative filtering and here we discuss the user -based case. Here similarities in user rankings allow one to predict their interests, and typically this quantified by the Pearson correlation, used to statistically quantify correlations between users viewed as points in a space of items.",""
14,"e-Commerce and Life Style Informatics Case Study III: Item-based Collaborative Filtering and its Technologies",1,"Item-based Collaborative Filtering I",,,assets/slides/Lecture_14_1.pdf,NrR8JVp9Wrc,"We covered user-based collaborative filtering in the previous unit. Here we start by discussing memory-based real time and model based offline (batch) approaches. Now we look at item-based collaborative filtering where items are viewed in the space of users and the cosine measure is used to quantify distances. WE discuss optimizations and how batch processing can help. We discuss different Likert ranking scales and issues with new items that do not have a significant number of rankings.",""
14,"e-Commerce and Life Style Informatics Case Study III: Item-based Collaborative Filtering and its Technologies",2,"Item-based Collaborative Filtering II",,,assets/slides/Lecture_14_2.pdf,DhGDyvTaNnA,"We covered user-based collaborative filtering in the previous unit. Here we start by discussing memory-based real time and model based offline (batch) approaches. Now we look at item-based collaborative filtering where items are viewed in the space of users and the cosine measure is used to quantify distances. WE discuss optimizations and how batch processing can help. We discuss different Likert ranking scales and issues with new items that do not have a significant number of rankings.",""
14,"e-Commerce and Life Style Informatics Case Study III: Item-based Collaborative Filtering and its Technologies",3,"k Nearest Neighbors and High Dimensional Spaces",,,assets/slides/Lecture_14_3.pdf,2NqUsDGQDy8,"We define the k Nearest Neighbor algorithms and present the Python software but do not use it. We give examples from Wikipedia and describe performance issues. This algorithm illustrates the curse of dimensionality. If items were a real vectors in a low dimension space, there would be faster solution methods.",""
15,"e-Commerce and Life Style Informatics Case Study Technologies IV: k Nearest Neighbor Algorithm(Python Track)",1,"Python k'th Nearest Neighbor Algorithms I",,,assets/slides/Lecture_15_1.pdf,o16L0EqsQ_g,,""
15,"e-Commerce and Life Style Informatics Case Study Technologies IV: k Nearest Neighbor Algorithm(Python Track)",2,"Python k'th Nearest Neighbor Algorithms II",,,assets/slides/Lecture_15_2.pdf,JK5p24mnTjs,,""
15,"e-Commerce and Life Style Informatics Case Study Technologies IV: k Nearest Neighbor Algorithm(Python Track)",3,"Visualization",yes,"Codifying k-NN",assets/slides/Lecture_15_3.pdf,fLtH-ZI1Jqk,,""
15,"e-Commerce and Life Style Informatics Case Study Technologies IV: k Nearest Neighbor Algorithm(Python Track)",4,"Testing k'th Nearest Neighbor Algorithms",,,assets/slides/Lecture_15_4.pdf,zLaPGMIQ9So,,""
16,"e-Commerce and Life Style Informatics Case Study Technologies V: Clustering",1,"Kmeans Clustering",,,assets/slides/Lecture_20_1.pdf,3KTNJ0Okrqs,,""
16,"e-Commerce and Life Style Informatics Case Study Technologies V: Clustering",2,"Clustering of Recommender System Example",,,assets/slides/Lecture_20_2.pdf,yl_KZ86NT-A,,""
16,"e-Commerce and Life Style Informatics Case Study Technologies V: Clustering",3,"Clustering of Recommender Example into more than 3 Clusters",,,assets/slides/Lecture_20_3.pdf,JWZmh48l0cw,,""
16,"e-Commerce and Life Style Informatics Case Study Technologies V: Clustering",4,"Local Optima in Clustering",,,assets/slides/Lecture_20_4.pdf,Zmq8O_axCmc,,""
16,"e-Commerce and Life Style Informatics Case Study Technologies V: Clustering",5,"Clustering in General",,,assets/slides/Lecture_20_5.pdf,JejNZhBxjRU,,""
16,"e-Commerce and Life Style Informatics Case Study Technologies V: Clustering",6,"Heuristics",,,assets/slides/Lecture_20_6.pdf,KT22YuX8ZMY,,""
17,"Parallel Computing: Overview of Basic Principles with familiar Examples",1,"Parallel Computing and Big Data",,,assets/slides/Lecture_21_1.pdf,R-wHQW2YuRE,"",""
17,"Parallel Computing: Overview of Basic Principles with familiar Examples",2,"Examples of Application",,,assets/slides/Lecture_21_2.pdf,iIi9wdvlwCM,"",""
17,"Parallel Computing: Overview of Basic Principles with familiar Examples",3,"Decomposition Strategies",,,assets/slides/Lecture_21_3.pdf,F0aeeLeTD9I,"",""
17,"Parallel Computing: Overview of Basic Principles with familiar Examples",4,"Parallel Computing in Society I",,,assets/slides/Lecture_21_4.pdf,8rtjoe8AeJw,"",""
17,"Parallel Computing: Overview of Basic Principles with familiar Examples",4,"Parallel Computing in Society II",,,assets/slides/Lecture_21_5.pdf,7sCgH_TTPGk,"",""
17,"Parallel Computing: Overview of Basic Principles with familiar Examples",5,"Parallel Processing for Hadrian's Wall",,,assets/slides/Lecture_21_6.pdf,ZD2AQ08cy8I,"",""
18,"X-Informatics Cloud Technology Part I: Introduction",1,"Cyberinfrastructure for E-MoreOrLessAnything",,,assets/slides/Lecture_22_1.pdf,O9i3uZYSZHA,"",""
18,"X-Informatics Cloud Technology Part I: Introduction",2,"What is Cloud Computing I",,,assets/slides/Lecture_22_2.pdf,Od_mYXRs5As,"",""
18,"X-Informatics Cloud Technology Part I: Introduction",3,"What is Cloud Computing II",,,assets/slides/Lecture_22_3.pdf,5VeqMjXKU_Y,"",""
18,"X-Informatics Cloud Technology Part I: Introduction",4,"Gartner’s Technology Landscape I",,,assets/slides/Lecture_22_4.pdf,Ec7Jm5Qcd7I,"",""
18,"X-Informatics Cloud Technology Part I: Introduction",5,"Gartner’s Technology Landscape II",,,assets/slides/Lecture_22_5.pdf,t7mdq5ibnL0,"",""
18,"X-Informatics Cloud Technology Part I: Introduction",6,"Gartner’s Technology Landscape III",,,assets/slides/Lecture_22_6.pdf,XJoj5tSIdU8,"",""
19,"X-Informatics Cloud Technology Part II: Introduction",1,"What is Cloud Computing in more detail I",,,assets/slides/Lecture_23_1.pdf,7iASWYOKgxM,"",""
19,"X-Informatics Cloud Technology Part II: Introduction",2,"What is Cloud Computing in more detail II",,,assets/slides/Lecture_23_2.pdf,_kcqam398aI,"",""
19,"X-Informatics Cloud Technology Part II: Introduction",3,"As a Service and Platform Model",,,assets/slides/Lecture_23_3.pdf,iGs7rsi4-0M,"",""
19,"X-Informatics Cloud Technology Part II: Introduction",4,"Platform As a Service",,,assets/slides/Lecture_23_4.pdf,1ssMYRLIU3w,"",""
19,"X-Informatics Cloud Technology Part II: Introduction",5,"Data in the Cloud",,,assets/slides/Lecture_23_5.pdf,HdtIOnk3qX4,"",""
20,"X-Informatics Cloud Technology Part III: Introduction",1,"Cloud (Data Center) Architectures I",,,assets/slides/Lecture_24_1.pdf,Ri3SYwdhGyg,"",""
20,"X-Informatics Cloud Technology Part III: Introduction",2,"Windows Azure",,,assets/slides/Lecture_24_2.pdf,OuyGQmL6KUI,"",""
20,"X-Informatics Cloud Technology Part III: Introduction",3,"Cloud (Data Center) Architectures II",,,assets/slides/Lecture_24_1.pdf,QW3YLNq3O-o,"",""
20,"X-Informatics Cloud Technology Part III: Introduction",4,"Cloud Applications I",,,assets/slides/Lecture_24_1.pdf,utXau_y3adk,"",""
20,"X-Informatics Cloud Technology Part III: Introduction",5,"Cloud Applications II",,,assets/slides/Lecture_24_1.pdf,ORd3aBhc2Rc,"",""
20,"X-Informatics Cloud Technology Part III: Introduction",6,"Security",,,assets/slides/Lecture_24_1.pdf,5YuiJMapc9c,"",""
20,"X-Informatics Cloud Technology Part III: Introduction",7,"Big Data Processing",,,assets/slides/Lecture_24_1.pdf,d6A2m4GR-hw,"",""
21,"X-Informatics Web Search and Text Mining I",1,"Web and Document/Text Search",,,assets/slides/Lecture_17_1.pdf,pxLpX0RXTXk,"",""
21,"X-Informatics Web Search and Text Mining I",2,"Information Retrieval",,,assets/slides/Lecture_17_2.pdf,HkSEPK2eVO8,"",""
21,"X-Informatics Web Search and Text Mining I",3,"A brief history of Web Search",,,assets/slides/Lecture_17_3.pdf,ZpxbjUvbWZk,"",""
21,"X-Informatics Web Search and Text Mining I",4,"Evolution of Search Engines",,,assets/slides/Lecture_17_4.pdf,BIUNijzBlJs,"",""
21,"X-Informatics Web Search and Text Mining I",5,"Information Retrieval Technology",,,assets/slides/Lecture_17_5.pdf,_IZsyZtyeW8,"",""
21,"X-Informatics Web Search and Text Mining I",6,"Boolean Query",,,assets/slides/Lecture_17_6.pdf,cadSqIc4cbY,"",""
21,"X-Informatics Web Search and Text Mining I",7,"Fussy Index",,,assets/slides/Lecture_17_7.pdf,W5ekLASGnh8,"",""
21,"X-Informatics Web Search and Text Mining I",8,"Vector Space Model I",,,assets/slides/Lecture_17_8.pdf,oxp9Op6stkI,"",""
21,"X-Informatics Web Search and Text Mining I",9,"Vector Space Model II",,,assets/slides/Lecture_17_9.pdf,-EdOXGdVu8w,"",""
21,"X-Informatics Web Search and Text Mining I",10,"Probabilistic Model I",,,assets/slides/Lecture_17_10.pdf,67AxFGznzV0,"",""
21,"X-Informatics Web Search and Text Mining I",11,"Probabilistic Model II",,,assets/slides/Lecture_17_11.pdf,Hxo9rpAU7-k,"",""
22,"X-Informatics Web Search and Text Mining II",1,"Data Analytics for Web Search",,,assets/slides/Lecture_18_1.pdf,ugyycKBjaBQ,"",""
22,"X-Informatics Web Search and Text Mining II",2,"Document Preparation",,,assets/slides/Lecture_18_2.pdf,2pZw6s-C0pQ,"",""
22,"X-Informatics Web Search and Text Mining II",3,"Inverted Index and Index Construction",,,assets/slides/Lecture_18_3.pdf,pmG3ecbCipc,"",""
22,"X-Informatics Web Search and Text Mining II",4,"Query Structure and Processing",,,assets/slides/Lecture_18_4.pdf,dlh85RX6iQM,"",""
22,"X-Informatics Web Search and Text Mining II",5,"Link Structure Analytics",,,assets/slides/Lecture_18_5.pdf,1oXdopVxqfI,"",""
22,"X-Informatics Web Search and Text Mining II",6,"PageRank",,,assets/slides/Lecture_18_6.pdf,6AqMcfpC7Ig,"",""
22,"X-Informatics Web Search and Text Mining II",7,"Summary Issues",,,assets/slides/Lecture_18_7.pdf,eGzUYfSo72g,"",""
22,"X-Informatics Web Search and Text Mining II",8,"Crawling the Web",,,assets/slides/Lecture_18_8.pdf,UaOosIomYHI,"",""
22,"X-Informatics Web Search and Text Mining II",9,"Clustering and Topic Models",,,assets/slides/Lecture_18_9.pdf,95cHMyZ-TUs,"",""
23,"Technology for X-Informatics: K-means (Python Track)",1,"K-means Reacquainted",,,assets/slides/Lecture_16_1.pdf,wtynD6ZkLNY,,""
23,"Technology for X-Informatics: K-means (Python Track)",2,"Back to Basics",,,assets/slides/Lecture_16_2.pdf,ZWOq0wZmvZw,,""
23,"Technology for X-Informatics: K-means (Python Track)",3,"The Plots Thicken",,,assets/slides/Lecture_16_3.pdf,fO1d1gHPsGo,,""
23,"Technology for X-Informatics: K-means (Python Track)",4,"Maximum Spread",,,assets/slides/Lecture_16_4.pdf,rjyAXjA_mOk,,""
23,"Technology for X-Informatics: K-means (Python Track)",5,"Demo",yes,"Demo",,N6QKyrhNVAc,,""
24,"Technology for X-Informatics: MapReduce",1,"Breakdown of MapReduce",,,assets/slides/Lecture_25_1.pdf,67qFY64aj7g,,""
24,"Technology for X-Informatics: MapReduce",2,"Traditional & Iterative",,,assets/slides/Lecture_25_2.pdf,lo4movzSyVw,,""
24,"Technology for X-Informatics: MapReduce",3,"Performance Comparisons",,,assets/slides/Lecture_25_3.pdf,wnanWncQBow,,""
25,"Technology for X-Informatics: Kmeans and MapReduce Parallelism (Python Track)",1,"All Things Being Parallel 1",,,assets/slides/Lecture_26_1.pdf,2El1oL3gKpQ,,""
25,"Technology for X-Informatics: Kmeans and MapReduce Parallelism (Python Track)",2,"All Things Being Parallel 2",yes,"All Things Being Parallel 2",assets/slides/Lecture_26_2.pdf,LLrTWWdE3T0,,""
26,"Technology for X-Informatics: PageRank (Python Track)",1,"Basic Power Method",,,assets/slides/Lecture_19_1.pdf,q_hRmvacX-E,"",""
26,"Technology for X-Informatics: PageRank (Python Track)",2,"Try It Real",,,assets/slides/Lecture_19_2.pdf,7Au3l2EOtV0,"",""
26,"Technology for X-Informatics: PageRank (Python Track)",3,"Three Other Methods",yes,"Three Other Methods",assets/slides/Lecture_19_3.pdf,PAfufCQnmy4,"",""
27,"X-Informatics Case Study: Health Informatics",1,"Big Data and Health",,,assets/slides/Lecture_27_1.pdf,i7volfOVAmY,"",""
27,"X-Informatics Case Study: Health Informatics",2,"Reports on Big Data in Health I",,,assets/slides/Lecture_27_2.pdf,bBoHzRjMEmY,"",""
27,"X-Informatics Case Study: Health Informatics",3,"Reports on Big Data in Health II",,,assets/slides/Lecture_27_3.pdf,83GS6r-fS5s,"",""
27,"X-Informatics Case Study: Health Informatics",4,"Genomics and Proteomics Visualization",,,assets/slides/Lecture_27_4.pdf,2gvnNcJlNV0,"",""
27,"X-Informatics Case Study: Health Informatics",5,"Multi Dimensional Scaling I",,,assets/slides/Lecture_27_5.pdf,_F1Eo6bfN0w,"",""
27,"X-Informatics Case Study: Health Informatics",6,"Multi Dimensional Scaling II",,,assets/slides/Lecture_27_6.pdf,R1svGGKipkc,"",""
28,"X-Informatics Case Study: Sensors",1,"Internet of Things",,,assets/slides/Lecture_28_1.pdf,fFMvxYW6Yu0,"",""
28,"X-Informatics Case Study: Sensors",2,"Sensor Clouds",,,assets/slides/Lecture_28_2.pdf,qpIh46U44zU,"",""
28,"X-Informatics Case Study: Sensors",3,"Smart Cities and Grid",,,assets/slides/Lecture_28_3.pdf,nkep5eh2s8E,"",""
29,"X-Informatics Case Study: Radar",1,"TBD",,,,,,""
