unit_id,unit_title,lesson_id,lesson_title,lesson_activity,lesson_activity_name,lesson_notes,lesson_video_id,lesson_objectives,additional_resources
23,"Technology for X-Informatics: PageRank (Python Track)",3,"Calculate PageRank of a real page",yes,"Three Other Methods",assets/slides/Lecture_19_3.pdf,8L_72bRLQVk,"<p>This tiny lesson presents a Python code that finds the Page Rank that Google calculates for any page on the web</p>",""
24,Technology for X-Informatics: K-means (Python Track),1,K-means in Python,,,assets/slides/Lecture_16_1.pdf,I79ISV6XBbE,<p>Geoffrey uses the K-means Python code in SciPy package to show real code for clustering and applies it a set of 85 two dimensional vectors -- officially sets of weights and heights to be clustered to find T-shirt sizes. We run through Python code with Matplotlib displays to divide into 2-5 clusters. Then we discuss Python to generate 4 clusters of varying sizes and centered at corners of a square in two dimensions. We formally give the K means algorithm better than before and make definition consistent with code in SciPy</p>,
24,"Technology for X-Informatics: K-means (Python Track)",2,"Analysis of 4 Artificial Clusters I",,,assets/slides/Lecture_16_2.pdf,Srgq9VDg4C8,"<p>We present clustering results on the artificial set of 1000 2D points described in previous lesson for 3 choices of cluster  sizes ''small'' ''large'' and ''very large''. We emphasize the SciPy always does 20 independent K means and takes the best result -- an approach to avoiding local minima. We allow this number of independent runs to be changed and in particular set to 1 to generate more interesting erratic results. We define changes in our new K means code that also has two measures of quality allowed. The slides give many results of clustering into 2 4 6 and 8 clusters (there were only 4 real clusters). We show that the ''very small'' case has two very different solutions when clustered into two clusters and use this to discuss functions with multiple minima and a hill between them. The lesson has both discussion of already produced results in slides and interactive use of Python for new runs.</p>",""
24,"Technology for X-Informatics: K-means (Python Track)",3,"Analysis of 4 Artificial Clusters II",,,assets/slides/Lecture_16_3.pdf,rjyAXjA_mOk,"<p>We present clustering results on the artificial set of 1000 2D points described in previous lesson for 3 choices of cluster  sizes ''small'' ''large'' and ''very large''. We emphasize the SciPy always does 20 independent K means and takes the best result -- an approach to avoiding local minima. We allow this number of independent runs to be changed and in particular set to 1 to generate more interesting erratic results. We define changes in our new K means code that also has two measures of quality allowed. The slides give many results of clustering into 2 4 6 and 8 clusters (there were only 4 real clusters). We show that the ''very small'' case has two very different solutions when clustered into two clusters and use this to discuss functions with multiple minima and a hill between them. The lesson has both discussion of already produced results in slides and interactive use of Python for new runs.</p>",""
24,"Technology for X-Informatics: K-means (Python Track)",4,"Analysis of 4 Artificial Clusters III",,,assets/slides/Lecture_16_4.pdf,N6QKyrhNVAc,"<p>We present clustering results on the artificial set of 1000 2D points described in previous lesson for 3 choices of cluster  sizes ''small'' ''large'' and ''very large''. We emphasize the SciPy always does 20 independent K means and takes the best result -- an approach to avoiding local minima. We allow this number of independent runs to be changed and in particular set to 1 to generate more interesting erratic results. We define changes in our new K means code that also has two measures of quality allowed. The slides give many results of clustering into 2 4 6 and 8 clusters (there were only 4 real clusters). We show that the ''very small'' case has two very different solutions when clustered into two clusters and use this to discuss functions with multiple minima and a hill between them. The lesson has both discussion of already produced results in slides and interactive use of Python for new runs.</p>",""
25,Technology for X-Informatics: MapReduce,1,Introduction,,,assets/slides/Lecture_25_1.pdf,67qFY64aj7g,<p>This introduction uses an analogy to making fruit punch by slicing and blending fruit to illustrate MapReduce. The formal structure of MapReduce and Iterative MapReduce is presented with parallel data flowing from disks through multiple Map and Reduce phases to be inspected by the user</p>,
25,"Technology for X-Informatics: MapReduce",2,"Advanced Topics I",,,assets/slides/Lecture_25_2.pdf,lo4movzSyVw,"<p>This defines 4 types of MapReduce and the Map Collective model of Qiu. The  Iterative MapReduce model from Indiana University called Twister is described and a few performance measurements on Microsoft Azure are presented.</p>",""
25,"Technology for X-Informatics: MapReduce",3,"Advanced Topics II",,,assets/slides/Lecture_25_3.pdf,wnanWncQBow,"<p>This defines 4 types of MapReduce and the Map Collective model of Qiu. The  Iterative MapReduce model from Indiana University called Twister is described and a few performance measurements on Microsoft Azure are presented.</p>",""
26,"Technology for X-Informatics: Kmeans and MapReduce Parallelism (Python Track)",1,"MapReduce Kmeans in Python I",,,assets/slides/Lecture_26_1.pdf,2El1oL3gKpQ,"<p>Geoffrey modifies the SciPy K-means code to support a MapReduce execution style and runs it in this short unit. This illustrates the key ideas of mappers and reducers. With appropriate runtime this code would run in parallel but here the ''parallel'' maps run sequentially. Geoffrey stresses that this simple 2 map version can be generalized to scalable parallelism.</p>",""
26,"Technology for X-Informatics: Kmeans and MapReduce Parallelism (Python Track)",2,"MapReduce Kmeans in Python II",yes,"MapReduce Kmeans in Python II",assets/slides/Lecture_26_2.pdf,LLrTWWdE3T0,"<p>Geoffrey modifies the SciPy K-means code to support a MapReduce execution style and runs it in this short unit. This illustrates the key ideas of mappers and reducers. With appropriate runtime this code would run in parallel but here the ''parallel'' maps run sequentially. Geoffrey stresses that this simple 2 map version can be generalized to scalable parallelism.</p>",""
27,"X-Informatics Case Study: Health Informatics",1,"Big Data and Health",,,assets/slides/Lecture_27_1.pdf,i7volfOVAmY,"<p></p>",""
27,X-Informatics Case Study: Health Informatics,2,McKinsey Report on the big-data revolution in US health care,,,assets/slides/Lecture_27_2.pdf,bBoHzRjMEmY,<p></p>,
27,X-Informatics Case Study: Health Informatics,3,Microsoft Report on Big Data in Health,,,assets/slides/Lecture_27_3.pdf,PjffvVgj1PE,<p></p>,
27,X-Informatics Case Study: Health Informatics,4,EU Report on Redesigning health in Europe for 2020,,,assets/slides/Lecture_27_4.pdf,9mbt_ZSs0iw,,
27,X-Informatics Case Study: Health Informatics,5,Clouds and Health,,,assets/slides/Lecture_27_5.pdf,9Whkl_UPS5g,,
27,X-Informatics Case Study: Health Informatics,6,"Genomics, Proteomics and Information Visualization I",,,assets/slides/Lecture_27_6.pdf,r1yENstaAUE,,
27,"X-Informatics Case Study: Health Informatics",7,"Genomics, Proteomics and Information Visualization II",,,assets/slides/Lecture_27_7.pdf,_F1Eo6bfN0w,"",""
27,"X-Informatics Case Study: Health Informatics",8,"Genomics, Proteomics and Information Visualization III",,,assets/slides/Lecture_27_8.pdf,R1svGGKipkc,"",""
28,X-Informatics Case Study: Sensors,1,Internet of Things,,,assets/slides/Lecture_28_1.pdf,fFMvxYW6Yu0,,
28,"X-Informatics Case Study: Sensors",2,"Sensor Clouds",,,assets/slides/Lecture_28_2.pdf,0egT1FsVGrU,"",""
28,"X-Informatics Case Study: Sensors",3,"Radar Data Gathered by Sensors",,,assets/slides/Lecture_28_3.pdf,CS2gX7axWfI,"",""
28,"X-Informatics Case Study: Sensors",4,"Ubiquitous/Smart Cities",,,assets/slides/Lecture_28_4.pdf,MFFIItQ3SOo,"",""
28,"X-Informatics Case Study: Sensors",5,"U-Korea(U=Ubiquitous)",,,assets/slides/Lecture_28_5.pdf,wdot23r4YKs,"",""
28,"X-Informatics Case Study: Sensors",6,"Smart Grid",,,assets/slides/Lecture_28_5.pdf,m3eX8act0GU,"",""
29,X-Informatics Case Study: Radar,1,TBD,,,,,,
